"","Site","sdate","Year","Yearf","Month","DOY","Precip","lPrecip","wPrecip","wlPrecip","lag1","lag2","lag3","lag4","lag5","lag6","lag7","lag8","lag9","lag10","Chl_Median","D_Median","lD_Median","DO_Median","PctSat_Median","pH_Median","spCond_Median","T_Median"
"10075","S05",2018-11-04,2018,"2018","Nov",308,0,0,546.4543,12.81081,5.966147,5.267858,2.197225,1.386294,0,5.198497,3.044522,5.796058,0,0,82.17797,0.6395,0.4943913,NA,NA,NA,323.15,7.582
"10076","S05",2018-11-05,2018,"2018","Nov",309,51,3.951244,437.1634,10.24865,0,5.966147,5.267858,2.197225,1.386294,0,5.198497,3.044522,5.796058,0,106.7125,0.453,0.3736304,NA,NA,NA,409.6,6.166
"10077","S05",2018-11-06,2018,"2018","Nov",310,198,5.293305,355.312,10.73756,3.951244,0,5.966147,5.267858,2.197225,1.386294,0,5.198497,3.044522,5.796058,85.88156,0.707,0.5347374,NA,NA,NA,336.2,6.674
"10078","S05",2018-11-07,2018,"2018","Nov",311,0,0,440.5021,12.49779,5.293305,3.951244,0,5.966147,5.267858,2.197225,1.386294,0,5.198497,3.044522,72.25916,0.646,0.4983481,NA,NA,NA,288.2,7.882
"10079","S05",2018-11-08,2018,"2018","Nov",312,0,0,333.0744,9.440049,0,5.293305,3.951244,0,5.966147,5.267858,2.197225,1.386294,0,5.198497,99.13502,0.4825,0.3937299,NA,NA,NA,382.9,7.381
"10080","S05",2018-11-09,2018,"2018","Nov",313,163,5.099866,266.4595,7.552039,0,0,5.293305,3.951244,0,5.966147,5.267858,2.197225,1.386294,0,116.7448,0.414,0.3464226,NA,NA,NA,444.95,6.268
"10081","S05",2018-11-10,2018,"2018","Nov",314,140,4.94876,343.2455,9.972672,5.099866,0,0,5.293305,3.951244,0,5.966147,5.267858,2.197225,1.386294,64.09991,0.953,0.6693667,NA,NA,NA,259.45,6.573
"10082","S05",2018-11-11,2018,"2018","Nov",315,0,0,385.7374,11.70122,4.94876,5.099866,0,0,5.293305,3.951244,0,5.966147,5.267858,2.197225,80.87249,1.062,0.7236764,NA,NA,NA,318.55,4.727
"10083","S05",2018-11-12,2018,"2018","Nov",316,0,0,287.8667,8.795345,0,4.94876,5.099866,0,0,5.293305,3.951244,0,5.966147,5.267858,98.18429,0.9715,0.6787947,NA,NA,NA,379.55,3.525
"10084","S05",2018-11-13,2018,"2018","Nov",317,381,5.945421,188.5248,6.395666,0,0,4.94876,5.099866,0,0,5.293305,3.951244,0,5.966147,97.23356,0.8795,0.6310058,NA,NA,NA,376.2,4.1545
"10085","S05",2018-11-14,2018,"2018","Nov",318,0,0,455.6198,9.872869,5.945421,0,0,4.94876,5.099866,0,0,5.293305,3.951244,0,56.29541,1.201,0.7889118,NA,NA,NA,231.95,3.525
"10086","S05",2018-11-15,2018,"2018","Nov",319,0,0,359.0198,7.474034,0,5.945421,0,0,4.94876,5.099866,0,0,5.293305,3.951244,77.83583,1.046,0.7158867,NA,NA,NA,307.85,1.872
"10087","S05",2018-11-16,2018,"2018","Nov",320,297,5.697093,265.9557,5.410863,0,0,5.945421,0,0,4.94876,5.099866,0,0,5.293305,91.38728,0.9685,0.6772718,NA,NA,NA,355.6,1.221
"10088","S05",2018-11-17,2018,"2018","Nov",321,0,0,450.3646,8.886365,5.697093,0,0,5.945421,0,0,4.94876,5.099866,0,0,108.7984,0.929,0.6570017,NA,NA,NA,416.95,1.1665
"10089","S05",2018-11-18,2018,"2018","Nov",322,0,0,360.2917,7.109092,0,5.697093,0,0,5.945421,0,0,4.94876,5.099866,0,162.4792,1.2485,0.8102633,NA,NA,NA,606.1,1.764
"10090","S05",2018-11-19,2018,"2018","Nov",323,33,3.526361,270.7313,5.13968,0,0,5.697093,0,0,5.945421,0,0,4.94876,5.099866,131.545,0.5145,0.4150854,NA,NA,NA,497.1,1.872
"10091","S05",2018-11-20,2018,"2018","Nov",324,127,4.85203,227.9527,6.401463,3.526361,0,0,5.697093,0,0,5.945421,0,0,4.94876,192.193,0.319,0.2768739,NA,NA,NA,710.8,1.872
"10092","S05",2018-11-21,2018,"2018","Nov",325,0,0,283.9622,9.002795,4.85203,3.526361,0,0,5.697093,0,0,5.945421,0,0,273.3882,0.3675,0.3129843,NA,NA,NA,996.9,1.548
"10093","S05",2018-11-22,2018,"2018","Nov",326,0,0,227.1697,7.202236,0,4.85203,3.526361,0,0,5.697093,0,0,5.945421,0,NA,NA,NA,NA,NA,NA,NA,NA
"10094","S05",2018-11-23,2018,"2018","Nov",327,0,0,140.8262,5.123404,0,0,4.85203,3.526361,0,0,5.697093,0,0,5.945421,NA,NA,NA,NA,NA,NA,NA,NA
"10095","S05",2018-11-24,2018,"2018","Nov",328,0,0,112.661,4.098723,0,0,0,4.85203,3.526361,0,0,5.697093,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"10096","S05",2018-11-25,2018,"2018","Nov",329,66,4.204693,90.12878,3.278978,0,0,0,0,4.85203,3.526361,0,0,5.697093,0,NA,NA,NA,NA,NA,NA,NA,NA
"10097","S05",2018-11-26,2018,"2018","Nov",330,104,4.65396,93.01289,5.375216,4.204693,0,0,0,0,4.85203,3.526361,0,0,5.697093,NA,NA,NA,NA,NA,NA,NA,NA
"10098","S05",2018-11-27,2018,"2018","Nov",331,452,6.115892,157.6103,8.023341,4.65396,4.204693,0,0,0,0,4.85203,3.526361,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"10099","S05",2018-11-28,2018,"2018","Nov",332,5,1.791759,487.6882,11.31139,6.115892,4.65396,4.204693,0,0,0,0,4.85203,3.526361,0,NA,NA,NA,NA,NA,NA,NA,NA
"10100","S05",2018-11-29,2018,"2018","Nov",333,0,0,390.6073,10.10388,1.791759,6.115892,4.65396,4.204693,0,0,0,0,4.85203,3.526361,NA,NA,NA,NA,NA,NA,NA,NA
"10101","S05",2018-11-30,2018,"2018","Nov",334,0,0,298.8493,7.562119,0,1.791759,6.115892,4.65396,4.204693,0,0,0,0,4.85203,NA,NA,NA,NA,NA,NA,NA,NA
"10102","S05",2018-12-01,2018,"2018","Dec",335,0,0,239.0794,6.049695,0,0,1.791759,6.115892,4.65396,4.204693,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"10103","S05",2018-12-02,2018,"2018","Dec",336,198,5.293305,191.2635,4.839756,0,0,0,1.791759,6.115892,4.65396,4.204693,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"10104","S05",2018-12-03,2018,"2018","Dec",337,0,0,311.4108,8.106449,5.293305,0,0,0,1.791759,6.115892,4.65396,4.204693,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"10105","S05",2018-12-04,2018,"2018","Dec",338,0,0,249.1287,6.485159,0,5.293305,0,0,0,1.791759,6.115892,4.65396,4.204693,0,NA,NA,NA,NA,NA,NA,NA,NA
"10106","S05",2018-12-05,2018,"2018","Dec",339,0,0,192.2162,4.736652,0,0,5.293305,0,0,0,1.791759,6.115892,4.65396,4.204693,NA,NA,NA,NA,NA,NA,NA,NA
"10107","S05",2018-12-06,2018,"2018","Dec",340,0,0,142.6061,3.289606,0,0,0,5.293305,0,0,0,1.791759,6.115892,4.65396,NA,NA,NA,NA,NA,NA,NA,NA
"10108","S05",2018-12-07,2018,"2018","Dec",341,0,0,65.55173,1.974996,0,0,0,0,5.293305,0,0,0,1.791759,6.115892,NA,NA,NA,NA,NA,NA,NA,NA
"10109","S05",2018-12-08,2018,"2018","Dec",342,0,0,51.90451,1.387608,0,0,0,0,0,5.293305,0,0,0,1.791759,NA,NA,NA,NA,NA,NA,NA,NA
"10110","S05",2018-12-09,2018,"2018","Dec",343,0,0,41.52361,1.110086,0,0,0,0,0,0,5.293305,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"10111","S05",2018-12-10,2018,"2018","Dec",344,0,0,33.21889,0.8880692,0,0,0,0,0,0,0,5.293305,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"10112","S05",2018-12-11,2018,"2018","Dec",345,0,0,26.57511,0.7104553,0,0,0,0,0,0,0,0,5.293305,0,NA,NA,NA,NA,NA,NA,NA,NA
"10113","S05",2018-12-12,2018,"2018","Dec",346,0,0,0,0,0,0,0,0,0,0,0,0,0,5.293305,NA,NA,NA,NA,NA,NA,NA,NA
"10114","S05",2018-12-13,2018,"2018","Dec",347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"10115","S05",2018-12-14,2018,"2018","Dec",348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"10116","S05",2018-12-15,2018,"2018","Dec",349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"10117","S05",2018-12-16,2018,"2018","Dec",350,13,2.639057,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"10118","S05",2018-12-17,2018,"2018","Dec",351,135,4.912655,10.4,2.111246,2.639057,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"10119","S05",2018-12-18,2018,"2018","Dec",352,0,0,116.32,5.619121,4.912655,2.639057,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"10120","S05",2018-12-19,2018,"2018","Dec",353,0,0,93.056,4.495296,0,4.912655,2.639057,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"10121","S05",2018-12-20,2018,"2018","Dec",354,0,0,74.4448,3.596237,0,0,4.912655,2.639057,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"10122","S05",2018-12-21,2018,"2018","Dec",355,328,5.796058,59.55584,2.87699,0,0,0,4.912655,2.639057,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"10123","S05",2018-12-22,2018,"2018","Dec",356,5,1.791759,310.0447,6.938438,5.796058,0,0,0,4.912655,2.639057,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"10124","S05",2018-12-23,2018,"2018","Dec",357,0,0,252.0357,6.984158,1.791759,5.796058,0,0,0,4.912655,2.639057,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"10125","S05",2018-12-24,2018,"2018","Dec",358,0,0,201.6286,5.587326,0,1.791759,5.796058,0,0,0,4.912655,2.639057,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"10126","S05",2018-12-25,2018,"2018","Dec",359,0,0,161.3029,4.469861,0,0,1.791759,5.796058,0,0,0,4.912655,2.639057,0,NA,NA,NA,NA,NA,NA,NA,NA
"10127","S05",2018-12-26,2018,"2018","Dec",360,0,0,127.6464,3.292522,0,0,0,1.791759,5.796058,0,0,0,4.912655,2.639057,NA,NA,NA,NA,NA,NA,NA,NA
"10128","S05",2018-12-27,2018,"2018","Dec",361,0,0,87.62163,2.106526,0,0,0,0,1.791759,5.796058,0,0,0,4.912655,NA,NA,NA,NA,NA,NA,NA,NA
"10129","S05",2018-12-28,2018,"2018","Dec",362,198,5.293305,70.09731,1.68522,0,0,0,0,0,1.791759,5.796058,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"10130","S05",2018-12-29,2018,"2018","Dec",363,0,0,214.4778,5.58282,5.293305,0,0,0,0,0,1.791759,5.796058,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"10131","S05",2018-12-30,2018,"2018","Dec",364,0,0,171.5823,4.466256,0,5.293305,0,0,0,0,0,1.791759,5.796058,0,NA,NA,NA,NA,NA,NA,NA,NA
"10132","S05",2018-12-31,2018,"2018","Dec",365,51,3.951244,102.0471,2.950658,0,0,5.293305,0,0,0,0,0,1.791759,5.796058,NA,NA,NA,NA,NA,NA,NA,NA
"10133","S05",2019-01-01,2019,"2019","Jan",1,198,5.293305,121.9008,5.329133,3.951244,0,0,5.293305,0,0,0,0,0,1.791759,NA,NA,NA,NA,NA,NA,NA,NA
"10134","S05",2019-01-02,2019,"2019","Jan",2,0,0,255.9206,8.49795,5.293305,3.951244,0,0,5.293305,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"10135","S05",2019-01-03,2019,"2019","Jan",3,71,4.276666,204.7365,6.79836,0,5.293305,3.951244,0,0,5.293305,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"10136","S05",2019-01-04,2019,"2019","Jan",4,0,0,220.5892,8.860021,4.276666,0,5.293305,3.951244,0,0,5.293305,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"10137","S05",2019-01-05,2019,"2019","Jan",5,25,3.258097,176.4714,7.088017,0,4.276666,0,5.293305,3.951244,0,0,5.293305,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"10138","S05",2019-01-06,2019,"2019","Jan",6,0,0,161.1771,8.276891,3.258097,0,4.276666,0,5.293305,3.951244,0,0,5.293305,0,NA,NA,NA,NA,NA,NA,NA,NA
"10139","S05",2019-01-07,2019,"2019","Jan",7,0,0,107.6816,6.053148,0,3.258097,0,4.276666,0,5.293305,3.951244,0,0,5.293305,NA,NA,NA,NA,NA,NA,NA,NA
"10140","S05",2019-01-08,2019,"2019","Jan",8,119,4.787492,86.14527,4.842519,0,0,3.258097,0,4.276666,0,5.293305,3.951244,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"10141","S05",2019-01-09,2019,"2019","Jan",9,124,4.828314,164.1162,7.704008,4.787492,0,0,3.258097,0,4.276666,0,5.293305,3.951244,0,NA,NA,NA,NA,NA,NA,NA,NA
"10142","S05",2019-01-10,2019,"2019","Jan",10,0,0,225.0169,9.601596,4.828314,4.787492,0,0,3.258097,0,4.276666,0,5.293305,3.951244,NA,NA,NA,NA,NA,NA,NA,NA
"10143","S05",2019-01-11,2019,"2019","Jan",11,0,0,158.7534,7.112913,0,4.828314,4.787492,0,0,3.258097,0,4.276666,0,5.293305,NA,NA,NA,NA,NA,NA,NA,NA
"10144","S05",2019-01-12,2019,"2019","Jan",12,0,0,127.0027,5.69033,0,0,4.828314,4.787492,0,0,3.258097,0,4.276666,0,NA,NA,NA,NA,NA,NA,NA,NA
"10145","S05",2019-01-13,2019,"2019","Jan",13,0,0,93.97862,4.09306,0,0,0,4.828314,4.787492,0,0,3.258097,0,4.276666,NA,NA,NA,NA,NA,NA,NA,NA
"10146","S05",2019-01-14,2019,"2019","Jan",14,0,0,75.1829,3.274448,0,0,0,0,4.828314,4.787492,0,0,3.258097,0,NA,NA,NA,NA,NA,NA,NA,NA
"10147","S05",2019-01-15,2019,"2019","Jan",15,0,0,57.46196,2.269723,0,0,0,0,0,4.828314,4.787492,0,0,3.258097,NA,NA,NA,NA,NA,NA,NA,NA
"10148","S05",2019-01-16,2019,"2019","Jan",16,0,0,45.96957,1.815779,0,0,0,0,0,0,4.828314,4.787492,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"10149","S05",2019-01-17,2019,"2019","Jan",17,0,0,36.77566,1.452623,0,0,0,0,0,0,0,4.828314,4.787492,0,NA,NA,NA,NA,NA,NA,NA,NA
"10150","S05",2019-01-18,2019,"2019","Jan",18,0,0,16.643,0.6480453,0,0,0,0,0,0,0,0,4.828314,4.787492,NA,NA,NA,NA,NA,NA,NA,NA
"10151","S05",2019-01-19,2019,"2019","Jan",19,10,2.397895,0,0,0,0,0,0,0,0,0,0,0,4.828314,NA,NA,NA,NA,NA,NA,NA,NA
"10152","S05",2019-01-20,2019,"2019","Jan",20,305,5.723585,8,1.918316,2.397895,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"10153","S05",2019-01-21,2019,"2019","Jan",21,0,0,250.4,6.113521,5.723585,2.397895,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"10154","S05",2019-01-22,2019,"2019","Jan",22,0,0,200.32,4.890817,0,5.723585,2.397895,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"10155","S05",2019-01-23,2019,"2019","Jan",23,3,1.386294,160.256,3.912653,0,0,5.723585,2.397895,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"10156","S05",2019-01-24,2019,"2019","Jan",24,394,5.978886,130.6048,4.239158,1.386294,0,0,5.723585,2.397895,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"10157","S05",2019-01-25,2019,"2019","Jan",25,0,0,419.6838,8.174435,5.978886,1.386294,0,0,5.723585,2.397895,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"10158","S05",2019-01-26,2019,"2019","Jan",26,0,0,335.7471,6.539548,0,5.978886,1.386294,0,0,5.723585,2.397895,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"10159","S05",2019-01-27,2019,"2019","Jan",27,0,0,268.5977,5.231639,0,0,5.978886,1.386294,0,0,5.723585,2.397895,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"10160","S05",2019-01-28,2019,"2019","Jan",28,0,0,214.8781,4.185311,0,0,0,5.978886,1.386294,0,0,5.723585,2.397895,0,NA,NA,NA,NA,NA,NA,NA,NA
"10161","S05",2019-01-29,2019,"2019","Jan",29,23,3.178054,170.8288,3.090777,0,0,0,0,5.978886,1.386294,0,0,5.723585,2.397895,NA,NA,NA,NA,NA,NA,NA,NA
"10162","S05",2019-01-30,2019,"2019","Jan",30,132,4.890349,122.3139,4.400499,3.178054,0,0,0,0,5.978886,1.386294,0,0,5.723585,NA,NA,NA,NA,NA,NA,NA,NA
"10163","S05",2019-01-31,2019,"2019","Jan",31,0,0,203.4511,7.432679,4.890349,3.178054,0,0,0,0,5.978886,1.386294,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"10164","S05",2019-02-01,2019,"2019","Feb",32,0,0,162.7609,5.946143,0,4.890349,3.178054,0,0,0,0,5.978886,1.386294,0,NA,NA,NA,NA,NA,NA,NA,NA
"10165","S05",2019-02-02,2019,"2019","Feb",33,0,0,129.8866,4.608062,0,0,4.890349,3.178054,0,0,0,0,5.978886,1.386294,NA,NA,NA,NA,NA,NA,NA,NA
"10166","S05",2019-02-03,2019,"2019","Feb",34,0,0,61.60384,3.044472,0,0,0,4.890349,3.178054,0,0,0,0,5.978886,NA,NA,NA,NA,NA,NA,NA,NA
"10167","S05",2019-02-04,2019,"2019","Feb",35,0,0,49.28307,2.435577,0,0,0,0,4.890349,3.178054,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"10168","S05",2019-02-05,2019,"2019","Feb",36,0,0,39.42646,1.948462,0,0,0,0,0,4.890349,3.178054,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"10169","S05",2019-02-06,2019,"2019","Feb",37,43,3.78419,31.54117,1.55877,0,0,0,0,0,0,4.890349,3.178054,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"10170","S05",2019-02-07,2019,"2019","Feb",38,18,2.944439,59.63293,4.274367,3.78419,0,0,0,0,0,0,4.890349,3.178054,0,NA,NA,NA,NA,NA,NA,NA,NA
"10171","S05",2019-02-08,2019,"2019","Feb",39,48,3.89182,59.63674,5.433804,2.944439,3.78419,0,0,0,0,0,0,4.890349,3.178054,NA,NA,NA,NA,NA,NA,NA,NA
"10172","S05",2019-02-09,2019,"2019","Feb",40,0,0,71.936,6.935402,3.89182,2.944439,3.78419,0,0,0,0,0,0,4.890349,NA,NA,NA,NA,NA,NA,NA,NA
"10173","S05",2019-02-10,2019,"2019","Feb",41,0,0,57.5488,5.548322,0,3.89182,2.944439,3.78419,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"10174","S05",2019-02-11,2019,"2019","Feb",42,0,0,46.03904,4.438657,0,0,3.89182,2.944439,3.78419,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"10175","S05",2019-02-12,2019,"2019","Feb",43,163,5.099866,36.83123,3.550926,0,0,0,3.89182,2.944439,3.78419,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"10176","S05",2019-02-13,2019,"2019","Feb",44,292,5.680173,159.865,6.920634,5.099866,0,0,0,3.89182,2.944439,3.78419,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"10177","S05",2019-02-14,2019,"2019","Feb",45,0,0,361.492,10.08065,5.680173,5.099866,0,0,0,3.89182,2.944439,3.78419,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"10178","S05",2019-02-15,2019,"2019","Feb",46,66,4.204693,289.1936,8.064516,0,5.680173,5.099866,0,0,0,3.89182,2.944439,3.78419,0,NA,NA,NA,NA,NA,NA,NA,NA
"10179","S05",2019-02-16,2019,"2019","Feb",47,0,0,279.5378,9.409043,4.204693,0,5.680173,5.099866,0,0,0,3.89182,2.944439,3.78419,NA,NA,NA,NA,NA,NA,NA,NA
"10180","S05",2019-02-17,2019,"2019","Feb",48,0,0,221.6975,7.211077,0,4.204693,0,5.680173,5.099866,0,0,0,3.89182,2.944439,NA,NA,NA,NA,NA,NA,NA,NA
"10181","S05",2019-02-18,2019,"2019","Feb",49,23,3.178054,172.204,5.350981,0,0,4.204693,0,5.680173,5.099866,0,0,0,3.89182,NA,NA,NA,NA,NA,NA,NA,NA
"10182","S05",2019-02-19,2019,"2019","Feb",50,0,0,156.1632,6.823228,3.178054,0,0,4.204693,0,5.680173,5.099866,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"10183","S05",2019-02-20,2019,"2019","Feb",51,0,0,124.9306,5.458582,0,3.178054,0,0,4.204693,0,5.680173,5.099866,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"10184","S05",2019-02-21,2019,"2019","Feb",52,66,4.204693,99.94446,4.366866,0,0,3.178054,0,0,4.204693,0,5.680173,5.099866,0,NA,NA,NA,NA,NA,NA,NA,NA
"10185","S05",2019-02-22,2019,"2019","Feb",53,0,0,115.2536,6.309653,4.204693,0,0,3.178054,0,0,4.204693,0,5.680173,5.099866,NA,NA,NA,NA,NA,NA,NA,NA
"10186","S05",2019-02-23,2019,"2019","Feb",54,0,0,60.8496,4.437818,0,4.204693,0,0,3.178054,0,0,4.204693,0,5.680173,NA,NA,NA,NA,NA,NA,NA,NA
"10187","S05",2019-02-24,2019,"2019","Feb",55,267,5.590987,48.67968,3.550255,0,0,4.204693,0,0,3.178054,0,0,4.204693,0,NA,NA,NA,NA,NA,NA,NA,NA
"10188","S05",2019-02-25,2019,"2019","Feb",56,0,0,245.457,6.861518,5.590987,0,0,4.204693,0,0,3.178054,0,0,4.204693,NA,NA,NA,NA,NA,NA,NA,NA
"10189","S05",2019-02-26,2019,"2019","Feb",57,0,0,196.3656,5.489214,0,5.590987,0,0,4.204693,0,0,3.178054,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"10190","S05",2019-02-27,2019,"2019","Feb",58,5,1.791759,157.0925,4.391371,0,0,5.590987,0,0,4.204693,0,0,3.178054,0,NA,NA,NA,NA,NA,NA,NA,NA
"10191","S05",2019-02-28,2019,"2019","Feb",59,13,2.639057,127.2044,4.605264,1.791759,0,0,5.590987,0,0,4.204693,0,0,3.178054,NA,NA,NA,NA,NA,NA,NA,NA
"10192","S05",2019-03-01,2019,"2019","Mar",60,0,0,112.1635,5.795457,2.639057,1.791759,0,0,5.590987,0,0,4.204693,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"10193","S05",2019-03-02,2019,"2019","Mar",61,8,2.197225,89.73082,4.636366,0,2.639057,1.791759,0,0,5.590987,0,0,4.204693,0,NA,NA,NA,NA,NA,NA,NA,NA
"10194","S05",2019-03-03,2019,"2019","Mar",62,20,3.044522,71.09796,5.015397,2.197225,0,2.639057,1.791759,0,0,5.590987,0,0,4.204693,NA,NA,NA,NA,NA,NA,NA,NA
"10195","S05",2019-03-04,2019,"2019","Mar",63,155,5.049856,72.87837,6.447935,3.044522,2.197225,0,2.639057,1.791759,0,0,5.590987,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"10196","S05",2019-03-05,2019,"2019","Mar",64,0,0,182.3027,9.198233,5.049856,3.044522,2.197225,0,2.639057,1.791759,0,0,5.590987,0,NA,NA,NA,NA,NA,NA,NA,NA
"10197","S05",2019-03-06,2019,"2019","Mar",65,0,0,117.1732,6.758259,0,5.049856,3.044522,2.197225,0,2.639057,1.791759,0,0,5.590987,NA,NA,NA,NA,NA,NA,NA,NA
"10198","S05",2019-03-07,2019,"2019","Mar",66,0,0,93.7386,5.406607,0,0,5.049856,3.044522,2.197225,0,2.639057,1.791759,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"10199","S05",2019-03-08,2019,"2019","Mar",67,0,0,74.99088,4.325286,0,0,0,5.049856,3.044522,2.197225,0,2.639057,1.791759,0,NA,NA,NA,NA,NA,NA,NA,NA
"10200","S05",2019-03-09,2019,"2019","Mar",68,0,0,59.45583,3.26784,0,0,0,0,5.049856,3.044522,2.197225,0,2.639057,1.791759,NA,NA,NA,NA,NA,NA,NA,NA
"10201","S05",2019-03-10,2019,"2019","Mar",69,163,5.099866,46.1688,2.330905,0,0,0,0,0,5.049856,3.044522,2.197225,0,2.639057,NA,NA,NA,NA,NA,NA,NA,NA
"10202","S05",2019-03-11,2019,"2019","Mar",70,0,0,167.335,5.944617,5.099866,0,0,0,0,0,5.049856,3.044522,2.197225,0,NA,NA,NA,NA,NA,NA,NA,NA
"10203","S05",2019-03-12,2019,"2019","Mar",71,0,0,133.009,4.519769,0,5.099866,0,0,0,0,0,5.049856,3.044522,2.197225,NA,NA,NA,NA,NA,NA,NA,NA
"10204","S05",2019-03-13,2019,"2019","Mar",72,10,2.397895,104.2597,3.288912,0,0,5.099866,0,0,0,0,0,5.049856,3.044522,NA,NA,NA,NA,NA,NA,NA,NA
"10205","S05",2019-03-14,2019,"2019","Mar",73,13,2.639057,74.7648,4.007222,2.397895,0,0,5.099866,0,0,0,0,0,5.049856,NA,NA,NA,NA,NA,NA,NA,NA
"10206","S05",2019-03-15,2019,"2019","Mar",74,36,3.610918,70.21184,5.317023,2.639057,2.397895,0,0,5.099866,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"10207","S05",2019-03-16,2019,"2019","Mar",75,0,0,84.96947,7.142353,3.610918,2.639057,2.397895,0,0,5.099866,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"10208","S05",2019-03-17,2019,"2019","Mar",76,0,0,67.97558,5.713882,0,3.610918,2.639057,2.397895,0,0,5.099866,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"10209","S05",2019-03-18,2019,"2019","Mar",77,0,0,54.38046,4.571106,0,0,3.610918,2.639057,2.397895,0,0,5.099866,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"10210","S05",2019-03-19,2019,"2019","Mar",78,0,0,43.50437,3.656885,0,0,0,3.610918,2.639057,2.397895,0,0,5.099866,0,NA,NA,NA,NA,NA,NA,NA,NA
"10211","S05",2019-03-20,2019,"2019","Mar",79,0,0,17.3015,2.377914,0,0,0,0,3.610918,2.639057,2.397895,0,0,5.099866,NA,NA,NA,NA,NA,NA,NA,NA
"10212","S05",2019-03-21,2019,"2019","Mar",80,0,0,13.8412,1.902331,0,0,0,0,0,3.610918,2.639057,2.397895,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"10213","S05",2019-03-22,2019,"2019","Mar",81,196,5.283204,11.07296,1.521865,0,0,0,0,0,0,3.610918,2.639057,2.397895,0,NA,NA,NA,NA,NA,NA,NA,NA
"10214","S05",2019-03-23,2019,"2019","Mar",82,10,2.397895,164.5846,5.186583,5.283204,0,0,0,0,0,0,3.610918,2.639057,2.397895,NA,NA,NA,NA,NA,NA,NA,NA
"10215","S05",2019-03-24,2019,"2019","Mar",83,0,0,138.2718,5.784216,2.397895,5.283204,0,0,0,0,0,0,3.610918,2.639057,NA,NA,NA,NA,NA,NA,NA,NA
